Cluster Size, Frequency
2818, 2
2819, 2
2821, 2
2826, 1
2828, 1
2829, 1
2830, 3
2833, 2
2835, 1
2836, 1
2838, 3
2839, 2
2842, 2
2843, 1
2846, 1
2847, 2
2853, 1
2856, 2
2857, 2
2858, 2
2860, 1
2864, 1
2867, 1
2869, 2
2872, 1
2874, 1
2876, 1
2877, 2
2880, 1
2884, 2
2885, 1
2886, 1
2887, 2
2899, 1
2900, 1
2904, 2
2906, 1
2909, 1
2910, 2
2911, 3
2912, 1
2915, 3
2916, 3
2917, 1
2918, 1
2919, 2
2921, 2
2922, 1
2923, 1
2924, 1
2926, 2
2927, 1
2930, 1
2931, 2
2932, 1
2934, 1
2935, 3
2938, 1
2939, 2
2940, 1
2941, 2
2943, 1
2944, 1
2945, 1
2947, 2
2948, 1
2949, 1
2951, 1
2954, 1
2955, 2
2956, 1
2966, 2
2968, 1
2970, 1
2972, 1
2977, 1
2978, 2
2980, 1
2981, 1
2983, 1
2986, 1
2992, 1
2994, 1
2997, 1
3000, 2
3001, 1
3004, 1
3007, 1
3009, 1
3011, 1
3012, 2
3014, 1
3021, 1
3022, 1
3026, 1
3027, 1
3028, 1
3033, 1
3038, 1
3039, 1
3040, 3
3041, 2
3047, 1
3048, 2
3051, 1
3053, 2
3057, 2
3059, 1
3062, 1
3064, 1
3065, 1
3066, 1
3069, 1
3070, 1
3072, 1
3078, 1
3081, 1
3084, 1
3086, 2
3088, 1
3093, 1
3097, 1
3099, 1
3104, 1
3110, 1
3117, 1
3120, 1
3121, 1
3123, 1
3128, 1
3140, 1
3142, 1
3143, 2
3144, 1
3146, 1
3147, 1
3153, 3
3155, 1
3160, 1
3161, 1
3162, 1
3163, 1
3164, 1
3166, 1
3169, 1
3173, 1
3178, 2
3184, 1
3186, 3
3187, 2
3188, 2
3189, 2
3191, 1
3195, 3
3196, 1
3199, 1
3200, 1
3202, 1
3204, 1
3208, 1
3210, 1
3211, 1
3212, 1
3216, 1
3217, 1
3219, 1
3224, 1
3225, 1
3230, 1
3233, 1
3236, 2
3237, 1
3239, 1
3245, 1
3251, 1
3252, 1
3254, 1
3258, 1
3261, 1
3262, 1
3269, 2
3273, 1
3275, 1
3276, 3
3278, 1
3279, 1
3285, 1
3286, 1
3287, 1
3295, 1
3297, 1
3306, 1
3311, 1
3313, 1
3321, 1
3328, 1
3329, 1
3330, 1
3332, 1
3334, 1
3336, 1
3340, 1
3341, 1
3344, 2
3346, 1
3348, 1
3358, 1
3366, 2
3371, 1
3372, 1
3373, 1
3375, 1
3377, 1
3378, 1
3379, 1
3385, 1
3388, 1
3393, 3
3395, 2
3402, 2
3405, 1
3406, 1
3407, 1
3409, 2
3413, 1
3415, 1
3418, 1
3419, 1
3422, 1
3423, 1
3427, 1
3438, 1
3440, 1
3441, 1
3450, 1
3451, 2
3452, 1
3460, 2
3467, 1
3468, 1
3469, 1
3473, 2
3481, 1
3483, 1
3484, 1
3490, 1
3491, 1
3493, 1
3495, 1
3496, 1
3499, 1
3500, 1
3503, 1
3505, 1
3507, 2
3517, 1
3518, 1
3519, 1
3520, 1
3542, 1
3546, 1
3552, 1
3559, 1
3563, 1
3566, 1
3578, 1
3579, 1
3580, 1
3586, 1
3587, 1
3588, 1
3589, 1
3607, 1
3611, 1
3616, 1
3617, 1
3620, 1
3625, 2
3634, 2
3643, 1
3647, 2
3648, 1
3655, 1
3656, 1
3658, 1
3660, 2
3661, 1
3664, 2
3667, 2
3675, 1
3676, 1
3683, 1
3686, 1
3687, 1
3689, 1
3690, 1
3693, 1
3695, 1
3698, 1
3700, 1
3704, 1
3712, 1
3714, 1
3716, 1
3728, 1
3733, 1
3737, 1
3742, 1
3744, 1
3747, 1
3756, 1
3759, 1
3762, 2
3765, 1
3768, 1
3769, 1
3782, 1
3784, 1
3785, 1
3787, 1
3788, 1
3790, 1
3791, 1
3796, 2
3807, 1
3813, 1
3815, 1
3823, 1
3824, 2
3836, 1
3838, 1
3839, 1
3844, 1
3845, 1
3846, 1
3852, 1
3853, 1
3863, 1
3871, 1
3877, 1
3878, 1
3879, 1
3880, 1
3887, 1
3888, 1
3896, 1
3902, 1
3905, 1
3912, 1
3914, 1
3919, 2
3923, 1
3924, 1
3949, 1
3960, 2
3970, 1
3973, 1
3988, 1
3994, 1
3997, 1
3999, 1
4005, 1
4006, 1
4007, 1
4008, 1
4012, 1
4015, 1
4016, 1
4026, 1
4030, 1
4038, 1
4041, 1
4050, 1
4052, 1
4054, 1
4055, 1
4057, 1
4067, 1
4068, 1
4075, 1
4077, 3
4078, 1
4088, 1
4094, 1
4096, 1
4113, 1
4131, 1
4136, 1
4138, 1
4146, 1
4156, 2
4159, 1
4177, 1
4181, 1
4183, 1
4186, 1
4190, 1
4191, 1
4193, 1
4202, 1
4205, 1
4220, 1
4232, 1
4267, 1
4276, 1
4292, 1
4297, 1
4301, 1
4305, 1
4307, 1
4320, 2
4321, 1
4325, 1
4331, 1
4342, 1
4357, 1
4364, 1
4371, 1
4374, 1
4388, 1
4395, 1
4398, 1
4409, 1
4412, 1
4413, 1
4417, 1
4422, 1
4423, 1
4426, 1
4428, 1
4433, 1
4444, 1
4449, 1
4452, 1
4454, 1
4467, 1
4469, 1
4471, 1
4474, 1
4483, 1
4490, 1
4504, 1
4524, 1
4527, 1
4532, 1
4534, 1
4535, 1
4537, 1
4538, 1
4546, 1
4555, 1
4561, 1
4574, 1
4582, 1
4583, 1
4616, 1
4628, 1
4630, 1
4641, 1
4646, 1
4652, 1
4666, 1
4667, 1
4678, 1
4680, 1
4701, 1
4711, 1
4714, 1
4731, 1
4739, 1
4742, 1
4746, 1
4755, 3
4765, 1
4787, 1
4789, 2
4794, 1
4802, 1
4804, 1
4805, 1
4810, 2
4817, 1
4822, 1
4823, 1
4833, 1
4836, 1
4845, 1
4849, 1
4863, 1
4868, 1
4879, 1
4900, 1
4926, 1
4930, 1
4935, 1
4936, 1
4951, 1
4964, 1
4973, 1
4987, 1
4990, 1
5015, 1
5068, 1
5069, 1
5083, 1
5091, 1
5097, 1
5105, 1
5111, 1
5113, 1
5120, 2
5122, 1
5143, 1
5151, 1
5153, 1
5171, 1
5181, 1
5193, 1
5209, 2
5219, 1
5220, 1
5251, 1
5274, 1
5309, 1
5321, 1
5324, 1
5369, 1
5382, 1
5407, 1
5423, 1
5426, 1
5434, 1
5439, 1
5460, 1
5483, 1
5486, 1
5491, 1
5495, 1
5507, 1
5531, 1
5563, 1
5601, 1
5608, 1
5609, 1
5613, 1
5648, 1
5652, 1
5667, 1
5675, 1
5696, 1
5707, 1
5718, 1
5728, 1
5737, 1
5770, 1
5779, 1
5787, 1
5789, 1
5806, 1
5815, 1
5849, 1
5858, 1
5913, 1
5927, 1
5979, 1
5987, 1
5990, 1
6070, 1
6098, 1
6100, 1
6194, 1
6236, 1
6252, 1
6255, 1
6273, 1
6283, 1
6297, 1
6403, 1
6409, 1
6430, 1
6431, 1
6452, 1
6509, 1
6519, 1
6563, 1
6564, 1
6566, 1
6620, 1
6657, 1
6679, 1
6716, 1
6727, 1
6730, 1
6777, 1
6836, 1
6911, 1
6915, 1
6924, 1
6938, 1
6973, 1
6995, 1
7058, 1
7085, 1
7100, 1
7142, 1
7228, 1
7283, 1
7324, 1
7390, 1
7409, 1
7425, 1
7443, 1
7501, 1
7555, 1
7581, 1
7715, 1
7744, 1
7802, 1
8165, 1
8168, 1
8190, 1
8225, 1
8265, 1
8294, 1
8384, 1
8386, 1
8432, 1
8482, 1
8548, 1
8561, 1
8656, 1
8840, 1
8910, 1
8933, 1
8950, 1
8962, 1
9158, 1
9169, 1
9219, 1
9247, 1
9302, 1
9335, 1
9342, 1
9370, 1
9416, 1
9492, 1
9516, 1
9562, 1
9733, 1
9751, 1
9876, 1
9954, 1
10004, 1
10314, 1
10377, 1
10478, 1
10503, 1
10754, 1
11015, 1
11027, 1
11055, 1
11293, 1
11387, 1
11405, 1
11742, 1
11754, 1
12253, 1
12786, 1
13052, 1
13561, 1
13617, 1
13642, 1
14129, 1
14384, 1
14533, 1
16188, 1
16223, 1
16452, 1
19734, 1
20549, 1
20850, 1
20979, 1
21617, 1
24867, 1
33357, 1
48697, 1
50560, 1
